"externalId";"name";"code";"active";"countyExternalId"
"121004";"São Salvador da Aramenha";"121004";"true";"121000"
"011318";"São Roque";"011318";"true";"011300"
"130510";"Lodares";"130510";"true";"130500"
"031221";"Landim";"031221";"true";"031200"
"160142";"Jolda (São Paio)";"160142";"true";"160100"
"090905";"Coriscada";"090905";"true";"090900"
"071402";"Ciladas";"071402";"true";"071400"
"131211";"Ramalde";"131211";"true";"131200"
"110618";"Lumiar";"110618";"true";"110600"
"170318";"Nogueira da Montanha";"170318";"true";"170300"
"050420";"Orca";"050420";"true";"050400"
"101103";"Valado dos Frades";"101103";"true";"101100"
"180415";"Tarouquela";"180415";"true";"180400"
"410104";"São Pedro";"410104";"true";"410100"
"091207";"Loriga";"091207";"true";"091200"
"061603";"Carapinha";"061603";"true";"061600"
"090213";"Malhada Sorda";"090213";"true";"090200"
"090512";"Queiriz";"090512";"true";"090500"
"160317";"São Paio";"160317";"true";"160300"
"180312";"Mões";"180312";"true";"180300"
"160908";"Carreço";"160908";"true";"160900"
"030235";"Fragoso";"030235";"true";"030200"
"110810";"Ribamar";"110810";"true";"110800"
"070413";"Veiros";"070413";"true";"070400"
"160305";"Cristoval";"160305";"true";"160300"
"030908";"Ferreiros";"030908";"true";"030900"
"090501";"Algodres";"090501";"true";"090500"
"151101";"Sesimbra (Castelo)";"151101";"true";"151100"
"030922";"Santo Emilião";"030922";"true";"030900"
"031235";"Ribeirão";"031235";"true";"031200"
"060522";"Lavos";"060522";"true";"060500"
"180719";"Sever";"180719";"true";"180700"
"160510";"Infesta";"160510";"true";"160500"
"080804";"Boliqueime";"080804";"true";"080800"
"070513";"Torre de Coelheiros";"070513";"true";"070500"
"130204";"Frende";"130204";"true";"130200"
"182306";"Campo";"182306";"true";"182300"
"070610";"Foros de Vale de Figueira";"070610";"true";"070600"
"021121";"São Teotónio";"021121";"true";"021100"
"031109";"Louredo";"031109";"true";"031100"
"040526";"Salselas";"040526";"true";"040500"
"131106";"Capela";"131106";"true";"131100"
"061611";"Póvoa de Midões";"061611";"true";"061600"
"180516";"Penajóia";"180516";"true";"180500"
"030615";"Vila Chã";"030615";"true";"030600"
"040732";"Vale de Gouvinhas";"040732";"true";"040700"
"460301";"Prainha";"460301";"true";"460300"
"091018";"Pínzio";"091018";"true";"091000"
"110608";"Benfica";"110608";"true";"110600"
"160420";"Pias";"160420";"true";"160400"
"130601";"Águas Santas";"130601";"true";"130600"
"430210";"Vila Nova";"430210";"true";"430200"
"160806";"Friestas";"160806";"true";"160800"
"130916";"Seroa";"130916";"true";"130900"
"150407";"Santo António da Charneca";"150407";"true";"150400"
"090902";"Barreira";"090902";"true";"090900"
"091017";"Pinhel";"091017";"true";"091000"
"091313";"Palhais";"091313";"true";"091300"
"131008";"Cete";"131008";"true";"131000"
"050511";"Proença-a-Velha";"050511";"true";"050500"
"180303";"Cabril";"180303";"true";"180300"
"182107";"Ferreirós do Dão";"182107";"true";"182100"
"070906";"Santana";"070906";"true";"070900"
"030209";"Arcozelo";"030209";"true";"030200"
"030201";"Abade de Neiva";"030201";"true";"030200"
"181005";"Pinheiro";"181005";"true";"181000"
"181303";"Cárquere";"181303";"true";"181300"
"100404";"Golpilheira";"100404";"true";"100400"
"160220";"Vile";"160220";"true";"160200"
"141107";"Igreja Nova do Sobral";"141107";"true";"141100"
"030108";"Dornelas";"030108";"true";"030100"
"040812";"Penas Roias";"040812";"true";"040800"
"100502";"Carvalhal";"100502";"true";"100500"
"050401";"Alcaide";"050401";"true";"050400"
"030355";"Sobreposta";"030355";"true";"030300"
"031249";"Vilarinho das Cambas";"031249";"true";"031200"
"160101";"Aboim das Choças";"160101";"true";"160100"
"182318";"Mundão";"182318";"true";"182300"
"120708";"São Vicente e Ventosa";"120708";"true";"120700"
"181509";"Soutelo do Douro";"181509";"true";"181500"
"182320";"Povolide";"182320";"true";"182300"
"030871";"Urgezes";"030871";"true";"030800"
"140707";"Carregueira";"140707";"true";"140700"
"100112";"São Martinho do Porto";"100112";"true";"100100"
"140704";"Ulme";"140704";"true";"140700"
"171219";"Santa Maria de Emeres";"171219";"true";"171200"
"180114";"São Cosmado";"180114";"true";"180100"
"061014";"Ereira";"061014";"true";"061000"
"090614";"Ribamondego";"090614";"true";"090600"
"080704";"Odiáxere";"080704";"true";"080700"
"061204";"Janeiro de Baixo";"061204";"true";"061200"
"050516";"Toulões";"050516";"true";"050500"
"130705";"Constance";"130705";"true";"130700"
"150804";"Quinta do Anjo";"150804";"true";"150800"
"140705";"Vale de Cavalos";"140705";"true";"140700"
"470110";"Praia do Almoxarife";"470110";"true";"470100"
"030868";"Silvares";"030868";"true";"030800"
"010602";"Fornos";"010602";"true";"010600"
"030850";"Selho (São Cristóvão)";"030850";"true";"030800"
"090912";"Poço do Canto";"090912";"true";"090900"
"040240";"Samil";"040240";"true";"040200"
"061109";"Lourosa";"061109";"true";"061100"
"150501";"Azinheira de Barros e São Mamede de Sádão";"150501";"true";"150500"
"181711";"Silvã de Cima";"181711";"true";"181700"
"091201";"Alvoco da Serra";"091201";"true";"091200"
"091009";"Ervedosa";"091009";"true";"091000"
"420309";"Feteiras";"420309";"true";"420300"
"171015";"Vilarinho de São Romão";"171015";"true";"171000"
"171415";"Mateus";"171415";"true";"171400"
"310104";"Fajã da Ovelha";"310104";"true";"310100"
"141909";"Pedrógão";"141909";"true";"141900"
"050426";"Souto da Casa";"050426";"true";"050400"
"182403";"Campia";"182403";"true";"182400"
"050911";"Pedrógão Pequeno";"050911";"true";"050900"
"031317";"Gême";"031317";"true";"031300"
"101207";"Vau";"101207";"true";"101200"
"050311";"Ferro";"050311";"true";"050300"
"091303";"Castanheira";"091303";"true";"091300"
"040404";"Ligares";"040404";"true";"040400"
"091216";"Santiago";"091216";"true";"091200"
"170627";"Santo André";"170627";"true";"170600"
"050505";"Ladoeiro";"050505";"true";"050500"
"130215";"Santa Marinha do Zêzere";"130215";"true";"130200"
"131017";"Parada de Todeia";"131017";"true";"131000"
"130504";"Caíde de Rei";"130504";"true";"130500"
"030247";"Martim";"030247";"true";"030200"
"030517";"Rego";"030517";"true";"030500"
