what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1253580151674
stopped,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1253580151674
stopped,bundle,org.eclipse.wtp.epp.package.jee.intro,1.2.0.20090617-0522,"org.eclipse.wtp.epp.package.jee.intro",1253580151674
stopped,bundle,org.eclipse.ui.intro,3.3.0.v20090526,"org.eclipse.ui.intro",1253580151674
stopped,bundle,org.eclipse.help.base,3.4.0.v200906111540,"org.eclipse.help.base",1253580151675
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20090520-1800,"org.eclipse.equinox.http.jetty",1253580151675
stopped,bundle,org.eclipse.wst.server.preview,1.1.0.v20090113,"org.eclipse.wst.server.preview",1253580151675
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1253580151675
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1253580151675
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,"org.eclipse.jst.server.generic.oc4j",1253580151675
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1253580151675
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.405.v200905022002,"org.eclipse.jst.server.generic.ui",1253580151675
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.505.v20090529,"org.eclipse.jst.server.generic.core",1253580151676
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.ide.ant",1253580151676
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1253580151676
stopped,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200906151043,"org.eclipse.emf.importer.ecore",1253580151676
stopped,bundle,org.eclipse.emf.importer.java,2.5.0.v200906151043,"org.eclipse.emf.importer.java",1253580151676
stopped,bundle,org.eclipse.emf.importer.rose,2.5.0.v200906151043,"org.eclipse.emf.importer.rose",1253580151677
stopped,bundle,org.eclipse.emf.ant,2.4.0.v200906151043,"org.eclipse.emf.ant",1253580151677
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1253580151677
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1253580151677
stopped,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1253580151677
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.2.v200811200248,"org.eclipse.wst.command.env.ui",1253580151677
stopped,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1253580151677
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.help.ui",1253580151677
