"externalId";"name";"code";"active";"districtExternalId"
"010100";"Águeda";"010100";"true";"010000"
"010300";"Anadia";"010300";"true";"010000"
"010500";"Aveiro";"010500";"true";"010000"
"020600";"Castro Verde";"020600";"true";"020000"
"030700";"Fafe";"030700";"true";"030000"
"080300";"Aljezur";"080300";"true";"080000"
"180600";"Mangualde";"180600";"true";"180000"
"060700";"Lousã";"060700";"true";"060000"
"181300";"Resende";"181300";"true";"180000"
"111300";"Torres Vedras";"111300";"true";"110000"
"180100";"Armamar";"180100";"true";"180000"
"030500";"Celorico de Basto";"030500";"true";"030000"
"050900";"Sertã";"050900";"true";"050000"
"480100";"Lajes das Flores";"480100";"true";"400000"
"021400";"Vidigueira";"021400";"true";"020000"
"030400";"Cabeceiras de Basto";"030400";"true";"030000"
"020100";"Aljustrel";"020100";"true";"020000"
"141400";"Rio Maior";"141400";"true";"140000"
"420400";"Povoação";"420400";"true";"400000"
"131400";"Santo Tirso";"131400";"true";"130000"
"010700";"Espinho";"010700";"true";"010000"
"030800";"Guimarães";"030800";"true";"030000"
"110300";"Azambuja";"110300";"true";"110000"
"081200";"São Brás de Alportel";"081200";"true";"080000"
"101300";"Pedrógão Grande";"101300";"true";"100000"
"021300";"Serpa";"021300";"true";"020000"
"070900";"Portel";"070900";"true";"070000"
"140200";"Alcanena";"140200";"true";"140000"
"061700";"Vila Nova de Poiares";"061700";"true";"060000"
"460300";"São Roque do Pico";"460300";"true";"400000"
"080600";"Lagoa";"080600";"true";"080000"
"160900";"Viana do Castelo";"160900";"true";"160000"
"150200";"Alcochete";"150200";"true";"150000"
"040100";"Alfândega da Fé";"040100";"true";"040000"
"040900";"Torre de Moncorvo";"040900";"true";"040000"
"011400";"Oliveira do Bairro";"011400";"true";"010000"
"010400";"Arouca";"010400";"true";"010000"
"020500";"Beja";"020500";"true";"020000"
"020900";"Mértola";"020900";"true";"020000"
"071200";"Vendas Novas";"071200";"true";"070000"
"310900";"Santana";"310900";"true";"300000"
"140700";"Chamusca";"140700";"true";"140000"
"181600";"São Pedro do Sul";"181600";"true";"180000"
"081400";"Tavira";"081400";"true";"080000"
"141900";"Torres Novas";"141900";"true";"140000"
"160500";"Paredes de Coura";"160500";"true";"160000"
"131000";"Paredes";"131000";"true";"130000"
"070700";"Mora";"070700";"true";"070000"
"090100";"Aguiar da Beira";"090100";"true";"090000"
"081000";"Olhão";"081000";"true";"080000"
"091200";"Seia";"091200";"true";"090000"
"420200";"Nordeste";"420200";"true";"400000"
"091400";"Vila Nova de Foz Côa";"091400";"true";"090000"
"140800";"Constância";"140800";"true";"140000"
"101500";"Pombal";"101500";"true";"100000"
"121400";"Portalegre";"121400";"true";"120000"
"101400";"Peniche";"101400";"true";"100000"
"090300";"Celorico da Beira";"090300";"true";"090000"
"440100";"Santa Cruz da Graciosa";"440100";"true";"400000"
"101200";"Óbidos";"101200";"true";"100000"
"040500";"Macedo de Cavaleiros";"040500";"true";"040000"
"050800";"Proença-a-Nova";"050800";"true";"050000"
"181900";"Tabuaço";"181900";"true";"180000"
"101000";"Marinha Grande";"101000";"true";"100000"
"111100";"Sintra";"111100";"true";"110000"
"111500";"Amadora";"111500";"true";"110000"
"430200";"Vila da Praia da Vitória";"430200";"true";"400000"
"171100";"Santa Marta de Penaguião";"171100";"true";"170000"
"420500";"Ribeira Grande";"420500";"true";"400000"
"121500";"Sousel";"121500";"true";"120000"
"070600";"Montemor-o-Novo";"070600";"true";"070000"
"100700";"Castanheira de Pêra";"100700";"true";"100000"
"150100";"Alcácer do Sal";"150100";"true";"150000"
"070800";"Mourão";"070800";"true";"070000"
"020800";"Ferreira do Alentejo";"020800";"true";"020000"
"110700";"Loures";"110700";"true";"110000"
"050600";"Oleiros";"050600";"true";"050000"
