IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
CFG	3		308		312		0.2		10
CFGOK
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
STR
DAT
308.071320	6.744730	4
308.071320	16.651054	0
308.071320	26.768150	3
308.071320	36.674473	0
308.071320	46.791569	0
308.071320	56.697891	4
308.071320	66.814987	5
308.071320	76.721313	1
308.071320	86.838409	1
308.071320	96.744728	6
308.071320	106.651054	3
308.071320	116.768150	4
308.071320	126.674477	8
308.071320	136.791565	9
308.071320	146.697891	5
308.071320	156.814987	5
308.071320	166.721313	9
308.071320	176.838409	9
308.071320	186.744736	7
308.071320	196.651047	19
308.071320	206.768143	1182
308.071320	216.674469	10
308.071320	226.791565	3
308.071320	236.697891	5
308.071320	246.814987	4
308.071320	256.721313	1
308.071320	266.838409	2
308.071320	276.744720	11
308.071320	286.651062	3
308.071320	296.768158	0
308.071320	306.674469	4
308.071320	316.791565	5
308.071320	326.697906	1
308.071320	336.815002	0
308.071320	346.721313	4
308.071320	351.990631	0
308.265808	6.744730	0
308.265808	16.651054	3
308.265808	26.768150	3
308.265808	36.674473	0
308.265808	46.791569	0
308.265808	56.697891	5
308.265808	66.814987	4
308.265808	76.721313	1
308.265808	86.838409	1
308.265808	96.744728	5
308.265808	106.651054	3
308.265808	116.768150	4
308.265808	126.674477	8
308.265808	136.791565	8
308.265808	146.697891	5
308.265808	156.814987	4
308.265808	166.721313	8
308.265808	176.838409	9
308.265808	186.744736	7
308.265808	196.651047	17
308.265808	206.768143	1387
308.265808	216.674469	11
308.265808	226.791565	3
308.265808	236.697891	5
308.265808	246.814987	5
308.265808	256.721313	1
308.265808	266.838409	2
308.265808	276.744720	12
308.265808	286.651062	3
308.265808	296.768158	0
308.265808	306.674469	4
308.265808	316.791565	5
308.265808	326.697906	1
308.265808	336.815002	0
308.265808	346.721313	4
308.265808	351.990631	0
308.460297	6.744730	0
308.460297	16.651054	3
308.460297	26.768150	3
308.460297	36.674473	0
308.460297	46.791569	0
308.460297	56.697891	4
308.460297	66.814987	4
308.460297	76.721313	1
308.460297	86.838409	1
308.460297	96.744728	5
308.460297	106.651054	3
308.460297	116.768150	3
308.460297	126.674477	8
308.460297	136.791565	8
308.460297	146.697891	4
308.460297	156.814987	4
308.460297	166.721313	7
308.460297	176.838409	8
308.460297	186.744736	6
308.460297	196.651047	17
308.460297	206.768143	1659
308.460297	216.674469	11
308.460297	226.791565	2
308.460297	236.697891	5
308.460297	246.814987	4
308.460297	256.721313	1
308.460297	266.838409	2
308.460297	276.744720	13
308.460297	286.651062	2
308.460297	296.768158	0
308.460297	306.674469	4
308.460297	316.791565	5
308.460297	326.697906	1
308.460297	336.815002	0
308.460297	346.721313	4
308.460297	351.990631	0
308.654785	6.744730	0
308.654785	16.651054	3
308.654785	26.768150	3
308.654785	36.674473	0
308.654785	46.791569	0
308.654785	56.697891	4
308.654785	66.814987	4
308.654785	76.721313	0
308.654785	86.838409	0
308.654785	96.744728	4
308.654785	106.651054	2
308.654785	116.768150	3
308.654785	126.674477	7
308.654785	136.791565	7
308.654785	146.697891	3
308.654785	156.814987	3
308.654785	166.721313	6
308.654785	176.838409	7
308.654785	186.744736	6
308.654785	196.651047	16
308.654785	206.768143	1689
308.654785	216.674469	11
308.654785	226.791565	2
308.654785	236.697891	5
308.654785	246.814987	4
308.654785	256.721313	0
308.654785	266.838409	2
308.654785	276.744720	13
308.654785	286.651062	2
308.654785	296.768158	0
308.654785	306.674469	3
308.654785	316.791565	4
308.654785	326.697906	0
308.654785	336.815002	0
308.654785	346.721313	4
308.654785	351.990631	0
308.849274	6.744730	0
308.849274	16.651054	3
308.849274	26.768150	3
308.849274	36.674473	0
308.849274	46.791569	0
308.849274	56.697891	3
308.849274	66.814987	4
308.849274	76.721313	0
308.849274	86.838409	0
308.849274	96.744728	5
308.849274	106.651054	2
308.849274	116.768150	2
308.849274	126.674477	6
308.849274	136.791565	7
308.849274	146.697891	3
308.849274	156.814987	3
308.849274	166.721313	6
308.849274	176.838409	7
308.849274	186.744736	5
308.849274	196.651047	15
308.849274	206.768143	1158
308.849274	216.674469	12
308.849274	226.791565	2
308.849274	236.697891	4
308.849274	246.814987	4
308.849274	256.721313	1
308.849274	266.838409	2
308.849274	276.744720	16
308.849274	286.651062	1
308.849274	296.768158	0
308.849274	306.674469	3
308.849274	316.791565	4
308.849274	326.697906	0
308.849274	336.815002	0
308.849274	346.721313	3
308.849274	351.990631	0
309.043762	6.744730	0
309.043762	16.651054	2
309.043762	26.768150	3
309.043762	36.674473	0
309.043762	46.791569	0
309.043762	56.697891	4
309.043762	66.814987	4
309.043762	76.721313	0
309.043762	86.838409	0
309.043762	96.744728	4
309.043762	106.651054	2
309.043762	116.768150	2
309.043762	126.674477	6
309.043762	136.791565	7
309.043762	146.697891	3
309.043762	156.814987	2
309.043762	166.721313	6
309.043762	176.838409	7
309.043762	186.744736	5
309.043762	196.651047	15
309.043762	206.768143	1076
309.043762	216.674469	12
309.043762	226.791565	2
309.043762	236.697891	4
309.043762	246.814987	4
309.043762	256.721313	1
309.043762	266.838409	2
309.043762	276.744720	17
309.043762	286.651062	1
309.043762	296.768158	0
309.043762	306.674469	3
309.043762	316.791565	4
309.043762	326.697906	1
309.043762	336.815002	0
309.043762	346.721313	3
309.043762	351.990631	0
309.238251	6.744730	0
309.238251	16.651054	3
309.238251	26.768150	3
309.238251	36.674473	0
309.238251	46.791569	0
309.238251	56.697891	4
309.238251	66.814987	4
309.238251	76.721313	0
309.238251	86.838409	0
309.238251	96.744728	4
309.238251	106.651054	1
309.238251	116.768150	2
309.238251	126.674477	6
309.238251	136.791565	6
309.238251	146.697891	3
309.238251	156.814987	3
309.238251	166.721313	6
309.238251	176.838409	7
309.238251	186.744736	4
309.238251	196.651047	14
309.238251	206.768143	170
309.238251	216.674469	13
309.238251	226.791565	2
309.238251	236.697891	4
309.238251	246.814987	4
309.238251	256.721313	0
309.238251	266.838409	2
309.238251	276.744720	20
309.238251	286.651062	1
309.238251	296.768158	0
309.238251	306.674469	3
309.238251	316.791565	4
309.238251	326.697906	0
309.238251	336.815002	0
309.238251	346.721313	3
309.238251	351.990631	0
309.432739	6.744730	0
309.432739	16.651054	3
309.432739	26.768150	3
309.432739	36.674473	0
309.432739	46.791569	0
309.432739	56.697891	3
309.432739	66.814987	3
309.432739	76.721313	0
309.432739	86.838409	0
309.432739	96.744728	5
309.432739	106.651054	1
309.432739	116.768150	2
309.432739	126.674477	6
309.432739	136.791565	6
309.432739	146.697891	3
309.432739	156.814987	2
309.432739	166.721313	6
309.432739	176.838409	7
309.432739	186.744736	5
309.432739	196.651047	14
309.432739	206.768143	324
309.432739	216.674469	13
309.432739	226.791565	2
309.432739	236.697891	4
309.432739	246.814987	4
309.432739	256.721313	1
309.432739	266.838409	1
309.432739	276.744720	22
309.432739	286.651062	1
309.432739	296.768158	0
309.432739	306.674469	3
309.432739	316.791565	4
309.432739	326.697906	0
309.432739	336.815002	0
309.432739	346.721313	3
309.432739	351.990631	0
309.627228	6.744730	0
309.627228	16.651054	3
309.627228	26.768150	3
309.627228	36.674473	0
309.627228	46.791569	0
309.627228	56.697891	3
309.627228	66.814987	3
309.627228	76.721313	0
309.627228	86.838409	0
309.627228	96.744728	4
309.627228	106.651054	1
309.627228	116.768150	2
309.627228	126.674477	6
309.627228	136.791565	6
309.627228	146.697891	3
309.627228	156.814987	2
309.627228	166.721313	6
309.627228	176.838409	7
309.627228	186.744736	4
309.627228	196.651047	13
309.627228	206.768143	111
309.627228	216.674469	15
309.627228	226.791565	1
309.627228	236.697891	4
309.627228	246.814987	3
309.627228	256.721313	1
309.627228	266.838409	2
309.627228	276.744720	29
309.627228	286.651062	1
309.627228	296.768158	0
309.627228	306.674469	3
309.627228	316.791565	3
309.627228	326.697906	0
309.627228	336.815002	0
309.627228	346.721313	3
309.627228	351.990631	0
309.821716	6.744730	0
309.821716	16.651054	2
309.821716	26.768150	2
309.821716	36.674473	0
309.821716	46.791569	0
309.821716	56.697891	3
309.821716	66.814987	3
309.821716	76.721313	0
309.821716	86.838409	0
309.821716	96.744728	4
309.821716	106.651054	1
309.821716	116.768150	2
309.821716	126.674477	6
309.821716	136.791565	6
309.821716	146.697891	3
309.821716	156.814987	2
309.821716	166.721313	6
309.821716	176.838409	7
309.821716	186.744736	5
309.821716	196.651047	13
309.821716	206.768143	104
309.821716	216.674469	15
309.821716	226.791565	1
309.821716	236.697891	4
309.821716	246.814987	3
309.821716	256.721313	0
309.821716	266.838409	2
309.821716	276.744720	36
309.821716	286.651062	1
309.821716	296.768158	0
309.821716	306.674469	3
309.821716	316.791565	4
309.821716	326.697906	0
309.821716	336.815002	0
309.821716	346.721313	3
309.821716	351.990631	0
310.016205	6.744730	0
310.016205	16.651054	3
