what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.monitor.ui",1253495416314
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1253495416315
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1253495416316
started,bundle,org.eclipse.team.svn.core,0.7.8.I20090506-1500,"org.eclipse.team.svn.core",1253495416316
started,bundle,org.eclipse.team.svn.mylyn,0.7.8.I20090506-1500,"org.eclipse.team.svn.mylyn",1253495416316
started,bundle,org.eclipse.team.svn.ui,0.7.8.I20090506-1500,"org.eclipse.team.svn.ui",1253495416318
os,sysinfo,,,"linux",1253495416322
arch,sysinfo,,,"x86",1253495416322
ws,sysinfo,,,"gtk",1253495416322
locale,sysinfo,,,"pt_PT",1253495416322
processors,sysinfo,,,"2",1253495416323
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1253495416323
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1253495416323
java.specification.name,sysinfo,,,"Java Platform API Specification",1253495416323
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1253495416323
java.specification.version,sysinfo,,,"1.6",1253495416323
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1253495416323
java.version,sysinfo,,,"1.6.0_14",1253495416323
java.vm.info,sysinfo,,,"mixed mode",1253495416323
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1253495416323
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1253495416323
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1253495416323
java.vm.specification.version,sysinfo,,,"1.0",1253495416323
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1253495416323
java.vm.version,sysinfo,,,"14.0-b16",1253495416323
