IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
IDS	OPTICA	READY
CFG	2		0		0		40		0.2
CFGOK
IDS	OPTICA	CONFIGURATED
IDS	OPTICA	CONFIGURATED
STR
DAT
6.744730	3
0.210773	3
0.421546	3
0.632318	4
0.843091	3
1.053864	3
1.264637	3
1.475410	3
1.686183	4
1.896955	3
1.896955	3
2.107728	3
2.318501	3
2.529274	4
2.740047	3
2.950820	4
3.161592	3
3.372365	3
3.583138	3
3.793911	3
4.004684	3
4.215456	3
4.426229	3
4.637002	3
4.847775	3
5.058548	3
5.269321	3
5.480093	3
5.690866	3
5.901639	3
5.901639	3
6.112412	3
6.323185	3
6.533958	3
6.744730	3
6.955503	0
7.166276	3
7.377049	3
7.587822	0
7.798595	3
8.009368	0
8.220140	3
8.430913	0
8.641686	3
8.852459	0
9.063231	3
9.274005	0
9.484777	3
9.695550	0
9.695550	0
9.906323	3
10.117096	0
10.327868	3
10.538642	0
10.749414	2
10.960187	0
11.170960	3
11.381733	0
11.592505	3
11.803279	0
12.014051	2
12.224824	0
12.435597	3
12.646370	0
12.857142	3
13.067916	0
13.278688	2
13.489461	0
13.700234	2
13.700234	2
13.911007	0
14.121779	3
14.332553	0
14.543325	3
14.754098	0
14.964871	2
15.175644	0
15.386416	2
15.597190	0
15.807962	3
16.018736	0
16.229507	3
16.440281	0
16.651054	2
16.861826	0
17.072599	2
17.283373	0
17.494144	2
17.704918	0
17.704918	0
17.915691	2
18.126463	0
18.337236	3
18.548010	0
18.758781	2
18.969555	0
19.180328	3
19.391100	0
19.601873	2
19.812647	0
20.023418	2
20.234192	0
20.444965	2
20.655737	0
20.866510	2
21.077284	0
21.288055	2
21.498829	0
21.498829	0
21.709602	2
21.920374	0
22.131147	2
22.341921	0
22.552692	2
22.763466	0
22.974239	2
23.185011	0
23.395784	2
23.606558	0
23.817329	2
24.028103	0
24.238876	2
24.449648	0
24.660421	3
24.871195	0
25.081966	3
25.292740	0
25.503513	2
25.503513	3
25.714285	0
25.925058	2
26.135832	0
26.346603	3
26.557377	0
26.768150	2
26.978922	0
27.189695	2
27.400469	0
27.611240	2
27.822014	0
28.032787	2
28.243559	0
28.454332	2
28.665106	0
28.875877	2
29.086651	0
29.297424	2
29.297424	2
29.508196	0
29.718969	2
29.929743	0
30.140514	2
30.351288	0
30.562061	2
30.772833	0
30.983606	2
31.194380	0
31.405151	2
31.615925	0
31.826698	2
32.037472	0
32.248245	2
32.459015	0
32.669788	2
32.880562	0
33.091335	2
33.302109	0
33.302109	0
33.512882	2
33.723652	0
33.934425	2
34.145199	0
34.355972	2
34.566746	0
34.777519	2
34.988289	0
35.199062	2
35.409836	0
35.620609	2
35.831383	0
36.042156	2
36.252926	0
36.463699	3
36.674473	0
36.885246	2
37.096020	0
37.096020	0
37.306793	2
37.517563	0
37.728336	2
37.939110	0
38.149883	2
38.360657	0
38.571430	2
38.782200	0
38.992973	2
39.203747	0
39.414520	2
39.625294	0
39.836067	3
40.046837	0
40.257610	2
40.468384	0
40.679157	2
40.889931	0
41.100704	2
41.100704	2
41.311474	0
41.522247	3
41.733021	0
41.943794	2
42.154568	0
42.365341	2
42.576111	0
42.786884	3
42.997658	0
43.208431	2
43.419205	0
43.629978	2
43.840748	0
44.051521	2
44.262295	0
44.473068	2
44.683842	0
44.894615	2
45.105385	0
45.105385	0
45.316158	2
45.526932	0
45.737705	2
45.948479	0
46.159252	2
46.370022	0
46.580795	2
46.791569	0
47.002342	2
47.213116	0
47.423889	2
47.634659	0
47.845432	2
48.056206	0
48.266979	2
48.477753	0
48.688526	2
48.899296	0
48.899296	0
49.110069	2
49.320843	0
49.531616	2
49.742390	0
49.953163	2
50.163933	0
50.374706	2
50.585480	0
50.796253	2
51.007027	0
51.217800	2
51.428570	0
51.639343	2
51.850117	0
52.060890	2
52.271664	0
52.482437	2
52.693207	0
52.903980	2
52.903980	2
53.114754	0
53.325527	3
53.536301	0
53.747074	2
53.957844	0
54.168617	2
54.379391	0
54.590164	2
54.800938	0
55.011711	2
55.222481	0
55.433254	2
55.644028	0
55.854801	2
56.065575	0
56.276348	2
56.487118	0
56.697891	3
56.697891	3
56.908665	0
57.119438	2
57.330212	0
57.540985	2
57.751755	0
57.962528	2
58.173302	0
58.384075	3
58.594849	0
58.805622	2
59.016392	0
59.227165	2
59.437939	0
59.648712	2
59.859486	0
60.070259	2
60.281029	0
60.491802	2
60.702576	0
60.702576	0
60.913349	2
61.124123	0
61.334896	3
61.545666	0
61.756439	2
61.967213	0
62.177986	2
62.388760	0
62.599533	2
62.810303	0
63.021076	2
63.231850	0
63.442623	2
63.653397	0
63.864170	2
64.074944	0
64.285713	2
64.496490	0
64.496490	0
64.707260	2
64.918030	0
65.128807	2
65.339577	0
65.550354	2
65.761124	0
65.971893	2
66.182671	0
66.393440	2
66.604218	0
66.814987	2
67.025764	0
67.236534	2
67.447304	0
67.658081	2
67.868851	0
68.079628	2
68.290398	0
68.501167	3
68.501167	3
68.711945	0
68.922714	2
69.133492	0
69.344261	2
69.555038	0
69.765808	3
69.976578	0
70.187355	3
70.398125	0
70.608902	2
70.819672	0
71.030441	2
71.241219	0
71.451988	2
71.662766	0
71.873535	2
72.084312	0
72.295082	2
72.295082	2
72.505852	0
72.716629	2
72.927399	0
73.138176	2
73.348946	0
73.559715	2
73.770493	0
73.981262	2
74.192039	0
74.402809	2
74.613586	0
74.824356	2
75.035126	0
75.245903	2
75.456673	0
75.667450	2
75.878220	0
76.088989	2
76.299767	0
76.299767	0
76.510536	2
76.721313	0
76.932083	3
77.142860	0
77.353630	2
77.564400	0
77.775177	2
77.985947	0
78.196724	2
78.407494	0
78.618263	3
78.829041	0
79.039810	2
79.250587	0
79.461357	2
79.672134	0
79.882904	2
80.093674	0
80.304451	2
80.304451	2
80.515221	0
80.725998	2
80.936768	0
81.147537	2
81.358315	0
81.569084	2
81.779861	0
81.990631	3
82.201408	0
82.412178	2
82.622948	0
82.833725	2
83.044495	0
83.255272	2
83.466042	0
83.676811	2
83.887589	0
84.098358	2
84.098358	2
84.309135	0
84.519905	2
84.730682	0
84.941452	2
85.152222	0
85.362999	2
85.573769	0
85.784546	2
85.995316	0
86.206085	2
86.416862	0
86.627632	2
86.838409	0
87.049179	2
87.259956	0
87.470726	2
87.681496	0
87.892273	2
88.103043	0
88.103043	0
88.313820	2
88.524590	0
88.735359	2
88.946136	0
89.156906	3
89.367683	0
89.578453	2
89.789230	0
90.000000	3
90.210770	0
90.421547	3
90.632317	0
90.843094	2
91.053864	0
91.264641	2
91.475410	0
91.686180	3
91.896957	0
91.896957	0
92.107727	2
92.318504	0
92.529274	2
92.740044	0
92.950821	2
93.161591	0
93.372368	3
93.583138	0
93.793915	2
94.004684	0
94.215454	2
94.426231	0
94.637001	3
94.847778	0
95.058548	3
95.269318	0
95.480095	3
95.690865	0
95.901642	3
95.901642	3
96.112411	0
96.323189	3
96.533958	0
96.744728	4
96.955505	10
97.166275	16
97.377052	16
97.587822	64
97.798592	113
98.009369	118
98.220139	114
98.430916	71
98.641685	28
98.852463	25
99.063232	28
99.274002	11
99.484779	0
99.695549	3
99.695549	4
99.906326	0
100.117096	3
100.327866	0
100.538643	3
100.749413	0
100.960190	3
101.170959	0
101.381737	2
101.592506	0
101.803276	3
102.014053	0
102.224823	2
102.435600	0
102.646370	2
102.857140	0
103.067917	2
103.278687	0
103.489464	2
103.700233	0
103.700233	0
103.911011	2
104.121780	0
104.332550	2
104.543327	0
104.754097	2
104.964874	0
105.175644	2
105.386414	0
105.597191	2
105.807961	0
106.018738	2
106.229507	0
106.440285	2
106.651054	0
106.861824	3
107.072601	0
107.283371	3
107.494148	0
107.494148	0
107.704918	2
107.915688	0
108.126465	2
